City_ID,City,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
265,George Enescu,2020-10-30 01:17:02,48.03,26.48,50.0,76,0,6.93,RO,clear sky
266,Itaituba,2020-10-30 01:17:03,-4.28,-55.98,83.88,59,0,0.49,BR,clear sky
267,Lokosovo,2020-10-30 01:17:03,61.13,74.82,33.57,97,100,7.65,RU,overcast clouds
268,Darnah,2020-10-30 01:16:23,32.77,22.64,69.13,70,0,19.22,LY,clear sky
269,Curillo,2020-10-30 01:17:03,1.03,-75.92,77.54,82,7,1.34,CO,light rain
270,Awbari,2020-10-30 01:17:03,26.59,12.78,60.82,45,0,10.42,LY,clear sky
271,Atar,2020-10-30 01:17:03,20.52,-13.05,81.23,21,99,7.92,MR,overcast clouds
272,Bullhead City,2020-10-30 01:14:58,35.15,-114.57,84.2,9,5,9.17,US,clear sky
273,Saint-Joseph,2020-10-30 01:17:03,-21.37,55.62,69.8,56,75,13.87,RE,broken clouds
274,Tiznit,2020-10-30 01:17:03,29.58,-9.5,72.99,22,74,12.39,MA,broken clouds
275,Camalu,2020-10-30 01:17:03,30.85,-116.07,63.0,43,0,1.01,MX,clear sky
276,Ilulissat,2020-10-30 01:15:57,69.22,-51.1,19.4,73,85,3.36,GL,overcast clouds
277,San Patricio,2020-10-30 01:15:36,28.02,-97.52,66.2,42,20,16.11,US,smoke
278,Winnemucca,2020-10-30 01:17:04,40.97,-117.74,62.6,12,1,2.95,US,clear sky
279,Santa Fe,2020-10-30 01:17:04,-31.63,-60.7,55.0,73,0,1.99,AR,clear sky
280,Callaguip,2020-10-30 01:17:04,18.07,120.49,77.0,100,75,3.36,PH,shower rain
281,Jalu,2020-10-30 01:16:42,29.03,21.55,62.15,77,0,8.75,LY,clear sky
282,Saint-Paul,2020-10-30 01:17:04,-21.01,55.27,69.8,56,0,20.8,RE,clear sky
283,Kautokeino,2020-10-30 01:17:04,69.01,23.04,20.75,92,0,6.51,NO,clear sky
284,Lala,2020-10-30 01:17:04,7.97,123.75,85.14,71,100,1.81,PH,overcast clouds
285,Kilindoni,2020-10-30 01:17:04,-7.91,39.67,79.25,78,14,12.5,TZ,few clouds
286,Saint-Georges,2020-10-30 01:17:04,12.06,-61.75,80.6,83,75,14.03,GD,broken clouds
287,Bahia Blanca,2020-10-30 01:17:05,-38.72,-62.27,53.06,41,0,9.24,AR,clear sky
288,Lagos,2020-10-30 01:13:07,6.58,3.75,76.55,92,100,3.33,NG,overcast clouds
289,Beisfjord,2020-10-30 01:17:05,68.38,17.6,28.4,86,93,12.75,NO,overcast clouds
290,Saint-Leu,2020-10-30 01:17:05,-21.15,55.28,69.8,56,75,13.87,RE,broken clouds
291,Airai,2020-10-30 01:15:13,-8.93,125.41,75.43,53,0,2.08,TL,clear sky
292,Datong,2020-10-30 01:17:05,40.09,113.29,45.52,50,98,2.59,CN,overcast clouds
293,Pashiya,2020-10-30 01:17:05,58.43,58.26,28.63,97,100,5.77,RU,overcast clouds
294,Tomatlan,2020-10-30 01:17:05,19.93,-105.25,77.36,81,0,1.7,MX,clear sky
295,Agadez,2020-10-30 01:17:05,19.75,10.25,69.12,23,0,12.39,NE,clear sky
296,Nara,2020-10-30 01:17:05,34.69,135.8,61.0,58,75,4.7,JP,broken clouds
297,Kokstad,2020-10-30 01:17:06,-30.55,29.42,57.92,90,100,3.91,ZA,light rain
298,Ellensburg,2020-10-30 01:17:06,47.0,-120.55,64.4,45,1,5.82,US,clear sky
299,Tilichiki,2020-10-30 01:15:41,60.47,166.1,28.9,92,0,1.9,RU,clear sky
300,Perigueux,2020-10-30 01:17:06,45.18,0.72,51.01,100,20,4.7,FR,mist
301,Byron Bay,2020-10-30 01:17:06,-28.65,153.62,84.0,73,0,11.41,AU,clear sky
302,Oranjemund,2020-10-30 01:17:06,-28.55,16.43,56.03,74,3,19.71,NA,clear sky
303,Ahipara,2020-10-30 01:15:47,-35.17,173.17,68.34,65,100,11.3,NZ,overcast clouds
304,Hay River,2020-10-30 01:15:02,60.82,-115.8,18.23,95,100,4.61,CA,overcast clouds
305,Kashmor,2020-10-30 01:17:07,28.43,69.58,68.88,25,0,8.72,PK,clear sky
306,Ancud,2020-10-30 01:15:55,-41.87,-73.82,51.8,71,100,9.17,CL,overcast clouds
307,Constitucion,2020-10-30 01:15:19,-35.33,-72.42,55.63,75,0,8.57,CL,clear sky
308,Paraiso,2020-10-30 01:17:07,9.84,-83.87,70.0,100,75,2.24,CR,broken clouds
309,Los Llanos De Aridane,2020-10-30 01:15:57,28.66,-17.92,69.8,68,75,9.17,ES,broken clouds
310,Antofagasta,2020-10-30 01:17:07,-23.65,-70.4,59.0,77,20,11.41,CL,few clouds
311,Rio De Janeiro,2020-10-30 01:12:18,-22.9,-43.21,78.8,83,90,5.82,BR,overcast clouds
312,Senno,2020-10-30 01:17:07,59.53,33.92,44.94,91,100,6.33,RU,overcast clouds
313,Budogoshch,2020-10-30 01:17:07,59.28,32.47,47.16,90,100,6.29,RU,overcast clouds
314,Socorro,2020-10-30 01:17:07,31.65,-106.3,64.4,29,5,8.05,US,clear sky
315,Pangai,2020-10-30 01:17:07,-19.8,-174.35,78.8,57,20,17.22,TO,few clouds
316,Manbij,2020-10-30 01:17:08,36.53,37.95,53.6,76,0,4.43,SY,clear sky
317,Lac Du Bonnet,2020-10-30 01:17:08,50.25,-96.06,26.01,80,100,1.99,CA,overcast clouds
318,Yumen,2020-10-30 01:17:08,40.28,97.2,35.06,75,97,8.59,CN,overcast clouds
319,Comodoro Rivadavia,2020-10-30 01:11:53,-45.87,-67.5,53.6,66,0,1.12,AR,clear sky
320,Taixing,2020-10-30 01:17:08,32.17,120.01,66.0,69,0,3.0,CN,clear sky
321,Haimen,2020-10-30 01:17:08,23.19,116.61,73.4,73,40,4.47,CN,scattered clouds
322,Mahebourg,2020-10-30 01:15:44,-20.41,57.7,69.01,67,7,8.99,MU,light rain
323,Praia,2020-10-30 01:16:57,14.92,-23.51,78.8,78,20,18.34,CV,few clouds
324,Yulara,2020-10-30 01:17:08,-25.24,130.99,68.0,28,0,12.75,AU,clear sky
325,Longyearbyen,2020-10-30 01:15:06,78.22,15.64,19.4,62,20,20.8,SJ,few clouds
326,Sao Filipe,2020-10-30 01:15:32,14.9,-24.5,80.28,71,4,7.63,CV,clear sky
327,Kaeo,2020-10-30 01:17:08,-35.1,173.78,70.0,70,100,8.99,NZ,overcast clouds
328,Kasimov,2020-10-30 01:17:09,54.94,41.4,33.55,90,36,6.76,RU,scattered clouds
329,Sao Joao De Pirabas,2020-10-30 01:17:09,-0.77,-47.18,80.44,81,29,9.37,BR,scattered clouds
330,Qazigund,2020-10-30 01:17:09,33.63,75.15,41.45,53,0,0.65,IN,clear sky
331,Yarmouth,2020-10-30 01:16:17,41.71,-70.23,51.01,93,90,12.75,US,mist
332,Ontario,2020-10-30 01:17:09,34.06,-117.65,84.2,18,20,9.17,US,few clouds
333,Krasnovishersk,2020-10-30 01:17:09,60.41,57.08,33.98,94,100,6.8,RU,overcast clouds
334,Santiago De Cao,2020-10-30 01:17:09,-7.96,-79.24,61.63,90,100,13.35,PE,overcast clouds
335,Lebu,2020-10-30 01:15:07,-37.62,-73.65,52.52,82,52,18.41,CL,broken clouds
336,Tura,2020-10-30 01:17:09,25.52,90.22,72.1,85,0,4.12,IN,clear sky
337,Lasa,2020-10-30 01:17:09,46.62,10.7,44.01,93,5,5.82,IT,clear sky
338,Staryy Nadym,2020-10-30 01:17:10,65.61,72.68,11.95,96,100,6.29,RU,overcast clouds
339,Inhambane,2020-10-30 01:15:39,-23.86,35.38,72.59,90,7,9.13,MZ,clear sky
340,Cognac,2020-10-30 01:17:10,45.5,-0.25,50.0,100,75,3.36,FR,fog
341,Acolla,2020-10-30 01:17:10,-11.73,-75.55,53.22,63,100,3.2,PE,overcast clouds
342,Ha Giang,2020-10-30 01:17:10,22.83,104.98,70.34,80,93,1.25,VN,overcast clouds
343,Quatre Cocos,2020-10-30 01:17:10,-20.21,57.76,68.0,69,4,10.0,MU,clear sky
344,Aklavik,2020-10-30 01:15:16,68.22,-135.01,10.31,92,64,6.42,CA,broken clouds
345,Sambhal,2020-10-30 01:17:10,28.58,78.55,64.56,52,0,4.12,IN,clear sky
346,Svetlogorsk,2020-10-30 01:17:10,52.63,29.73,45.32,95,47,5.01,BY,scattered clouds
347,Nuuk,2020-10-30 01:15:16,64.18,-51.72,23.0,73,48,8.05,GL,scattered clouds
348,Luderitz,2020-10-30 01:15:25,-26.65,15.16,56.75,74,0,28.43,NA,clear sky
349,Mehamn,2020-10-30 01:17:10,71.04,27.85,34.81,85,100,20.51,NO,light rain
350,Tshela,2020-10-30 01:17:10,-4.98,12.93,73.71,93,100,1.74,CD,overcast clouds
351,Carndonagh,2020-10-30 01:15:29,55.25,-7.27,51.1,83,100,18.57,IE,overcast clouds
352,Port Augusta,2020-10-30 01:15:28,-32.5,137.77,62.6,77,75,26.4,AU,broken clouds
353,Santa Isabel Do Rio Negro,2020-10-30 01:17:11,-0.41,-65.02,79.21,80,100,1.39,BR,overcast clouds
354,Flinders,2020-10-30 01:17:11,-34.58,150.86,71.6,46,40,8.05,AU,scattered clouds
355,Shingu,2020-10-30 01:16:24,33.73,135.98,62.6,51,40,10.29,JP,scattered clouds
356,Corning,2020-10-30 01:15:22,42.14,-77.05,46.4,93,90,6.93,US,light rain
357,Pochutla,2020-10-30 01:16:10,15.74,-96.47,75.2,78,90,3.91,MX,overcast clouds
358,Pierre,2020-10-30 01:15:46,44.37,-100.35,41.0,80,90,5.82,US,overcast clouds
359,Durango,2020-10-30 01:15:53,24.83,-104.83,53.33,43,0,7.23,MX,clear sky
360,Praia Da Vitoria,2020-10-30 01:17:11,38.73,-27.07,68.0,88,40,11.48,PT,scattered clouds
361,Mill Valley,2020-10-30 01:15:23,37.91,-122.55,66.99,65,0,7.54,US,clear sky
362,Sao Joao Da Barra,2020-10-30 01:15:51,-21.64,-41.05,76.03,88,100,20.62,BR,moderate rain
363,Bilibino,2020-10-30 01:16:11,68.05,166.44,4.01,82,70,1.52,RU,broken clouds
364,Mayumba,2020-10-30 01:17:12,-3.43,10.66,76.71,90,80,3.42,GA,broken clouds
365,Bengkulu,2020-10-30 01:15:19,-3.8,102.27,75.65,89,100,2.77,ID,moderate rain
366,Udala,2020-10-30 01:17:12,43.08,-2.51,54.0,93,0,1.12,ES,clear sky
367,Krasnoborsk,2020-10-30 01:17:12,61.56,45.93,44.49,91,100,7.43,RU,overcast clouds
368,Marystown,2020-10-30 01:17:12,47.17,-55.15,42.1,74,100,11.63,CA,overcast clouds
369,Lakeside,2020-10-30 01:13:59,30.13,-81.77,78.01,88,90,10.29,US,overcast clouds
370,Leninogorsk,2020-10-30 01:17:12,54.6,52.46,30.47,94,11,5.73,RU,few clouds
371,Tateyama,2020-10-30 01:17:12,34.98,139.87,64.99,47,75,12.75,JP,broken clouds
372,Ampanihy,2020-10-30 01:17:12,-24.7,44.75,71.49,61,0,10.16,MG,clear sky
373,Esperance,2020-10-30 01:15:05,-33.87,121.9,60.8,59,100,13.87,AU,overcast clouds
374,San Cristobal,2020-10-30 01:16:16,7.77,-72.22,80.6,83,40,2.24,VE,light rain
375,Mitsamiouli,2020-10-30 01:17:13,-11.38,43.28,78.31,81,1,11.43,KM,clear sky
376,Khvoynaya,2020-10-30 01:17:13,58.9,34.53,44.02,93,100,6.17,RU,overcast clouds
377,Almaznyy,2020-10-30 01:17:13,48.04,40.05,55.4,93,40,11.18,RU,light intensity shower rain
378,Evensk,2020-10-30 01:17:13,61.95,159.23,23.09,84,90,5.06,RU,overcast clouds
379,Sao Jose Da Coroa Grande,2020-10-30 01:15:55,-8.9,-35.15,76.5,85,86,8.21,BR,overcast clouds
380,Hoi An,2020-10-30 01:17:13,15.88,108.33,78.8,94,75,2.24,VN,light rain
381,Caxito,2020-10-30 01:17:13,-8.58,13.66,75.2,94,75,4.7,AO,broken clouds
382,Bayangol,2020-10-30 01:17:13,50.7,103.47,27.64,95,100,2.37,RU,overcast clouds
383,Port Macquarie,2020-10-30 01:14:56,-31.43,152.92,75.99,59,62,1.99,AU,broken clouds
384,Gatesville,2020-10-30 01:17:14,31.44,-97.74,51.01,76,1,8.34,US,clear sky
385,Xinqing,2020-10-30 01:17:14,48.23,129.5,33.91,84,84,3.78,CN,broken clouds
386,Hare Bay,2020-10-30 01:17:14,48.85,-54.01,32.0,96,5,8.99,CA,clear sky
387,Carbonia,2020-10-30 01:17:14,39.17,8.52,60.8,87,0,13.87,IT,clear sky
388,Buraydah,2020-10-30 01:17:14,26.33,43.98,60.8,36,0,6.11,SA,clear sky
389,Viet Tri,2020-10-30 01:17:14,21.3,105.43,68.0,94,75,2.24,VN,broken clouds
390,Kasongo-Lunda,2020-10-30 01:17:14,-6.47,16.82,71.49,93,100,3.71,CD,light rain
391,Hambantota,2020-10-30 01:15:34,6.12,81.12,78.78,79,100,4.0,LK,overcast clouds
392,Rongcheng,2020-10-30 01:17:14,30.63,117.85,66.99,83,0,5.61,CN,clear sky
393,Tongling,2020-10-30 01:17:14,30.95,117.78,62.28,72,0,9.22,CN,clear sky
394,Mnogovershinnyy,2020-10-30 01:17:15,53.94,139.92,33.39,91,75,11.23,RU,broken clouds
395,Killybegs,2020-10-30 01:17:15,54.63,-8.45,48.99,93,100,5.01,IE,overcast clouds
396,Callaway,2020-10-30 01:17:15,30.15,-85.57,70.0,68,1,24.16,US,clear sky
397,Wilmington,2020-10-30 01:17:07,34.23,-77.94,78.8,78,90,17.22,US,overcast clouds
398,Yibin,2020-10-30 01:17:15,28.77,104.62,63.84,81,94,0.45,CN,overcast clouds
399,Kaduqli,2020-10-30 01:17:15,11.02,29.72,74.84,62,0,2.15,SD,clear sky
400,Madimba,2020-10-30 01:17:15,-10.4,40.33,75.2,88,40,3.56,TZ,scattered clouds
401,Worland,2020-10-30 01:17:15,44.02,-107.96,39.2,80,1,0.78,US,clear sky
402,Colesberg,2020-10-30 01:17:16,-30.72,25.1,55.58,79,86,9.73,ZA,overcast clouds
403,Addis Abeba,2020-10-30 01:12:51,9.03,38.75,49.86,48,0,0.94,ET,clear sky
404,Riyadh,2020-10-30 01:12:23,24.69,46.72,60.8,36,0,0.18,SA,clear sky
405,Ouadda,2020-10-30 01:17:16,8.08,22.4,66.99,94,89,2.93,CF,overcast clouds
406,Bestobe,2020-10-30 01:17:16,52.5,73.1,32.13,94,99,11.77,KZ,overcast clouds
407,Moose Factory,2020-10-30 01:16:05,51.26,-80.61,21.81,82,0,3.89,CA,clear sky
408,Ramnagar,2020-10-30 01:17:16,29.4,79.12,62.89,38,0,5.55,IN,clear sky
409,Codo,2020-10-30 01:17:16,-4.46,-43.89,81.05,69,100,6.31,BR,overcast clouds
410,Mineiros,2020-10-30 01:15:32,-17.57,-52.55,69.53,90,100,3.6,BR,moderate rain
411,Klaksvik,2020-10-30 01:16:09,62.23,-6.59,46.4,93,100,26.4,FO,light rain
412,Imeni Poliny Osipenko,2020-10-30 01:17:16,52.42,136.49,35.24,84,100,5.19,RU,overcast clouds
413,Pemangkat,2020-10-30 01:17:17,1.17,108.97,81.5,80,27,7.56,ID,moderate rain
414,Roma,2020-10-30 01:14:52,43.21,-75.46,42.8,81,90,8.84,US,light rain
415,Erenhot,2020-10-30 01:15:37,43.65,111.98,42.87,51,45,11.12,CN,scattered clouds
416,Ucluelet,2020-10-30 01:11:19,48.93,-125.55,54.0,94,100,5.23,CA,light rain
417,Playas,2020-10-30 01:17:17,-2.63,-80.38,70.81,87,36,15.14,EC,scattered clouds
418,Biltine,2020-10-30 01:17:17,14.53,20.92,83.95,19,89,16.17,TD,overcast clouds
419,Saldanha,2020-10-30 01:15:11,-33.01,17.94,44.6,81,0,8.05,ZA,clear sky
420,Kysyl-Syr,2020-10-30 01:17:17,63.9,122.76,-5.46,90,1,1.34,RU,clear sky
421,Takoradi,2020-10-30 01:13:47,4.88,-1.76,77.63,86,0,5.17,GH,clear sky
422,Bata,2020-10-30 01:13:00,1.86,9.77,75.49,91,100,4.12,GQ,light rain
423,Kichera,2020-10-30 01:17:18,55.94,110.1,27.77,85,79,1.48,RU,broken clouds
424,Shu,2020-10-30 01:17:18,43.6,73.76,33.67,82,0,3.2,KZ,clear sky
425,Male,2020-10-30 01:17:18,4.17,73.51,82.18,75,40,8.9,MV,scattered clouds
426,Hun,2020-10-30 01:17:18,29.13,15.95,56.88,75,81,3.24,LY,broken clouds
427,Beloha,2020-10-30 01:15:50,-25.17,45.05,65.98,78,0,12.3,MG,clear sky
428,Petauke,2020-10-30 01:17:18,-14.24,31.33,69.93,51,0,5.53,ZM,clear sky
429,Ayaviri,2020-10-30 01:17:18,-14.89,-70.59,51.6,43,31,5.17,PE,scattered clouds
430,Arman,2020-10-30 01:15:33,59.7,150.17,31.35,92,100,4.5,RU,overcast clouds
431,Severo-Kurilsk,2020-10-30 01:16:01,50.68,156.12,44.17,78,27,11.5,RU,scattered clouds
432,Boyolangu,2020-10-30 01:17:18,-8.12,111.89,84.9,66,49,1.74,ID,light rain
433,Geraldton,2020-10-30 01:15:18,-28.77,114.6,86.0,37,0,6.93,AU,clear sky
434,Boden,2020-10-30 01:17:18,65.83,21.69,30.2,100,0,3.36,SE,clear sky
435,Rocha,2020-10-30 01:17:18,-34.48,-54.33,52.68,74,99,11.65,UY,overcast clouds
436,Novyy Urgal,2020-10-30 01:17:19,51.07,132.56,33.57,88,100,2.57,RU,overcast clouds
437,Punta Gorda,2020-10-30 01:17:19,26.93,-82.05,82.4,83,1,5.82,US,clear sky
438,Tabou,2020-10-30 01:17:19,4.42,-7.35,77.05,91,100,7.49,CI,light rain
439,Gold Coast,2020-10-30 01:13:49,-28.0,153.43,80.01,69,0,10.29,AU,clear sky
440,Mildura,2020-10-30 01:13:57,-34.2,142.15,57.2,100,90,11.41,AU,light rain
441,Warrenton,2020-10-30 01:17:19,-28.11,24.85,68.85,53,97,4.0,ZA,overcast clouds
442,Fairbanks,2020-10-30 01:15:54,64.84,-147.72,18.0,85,90,4.7,US,light snow
443,Fraga,2020-10-30 01:17:19,41.52,0.35,48.99,93,0,4.7,ES,clear sky
444,Gizo,2020-10-30 01:15:36,-8.1,156.84,84.38,69,100,7.43,SB,light rain
445,Antalaha,2020-10-30 01:17:19,-14.9,50.28,71.29,87,79,9.69,MG,light rain
446,Ornskoldsvik,2020-10-30 01:17:19,63.29,18.72,37.4,100,0,4.7,SE,clear sky
447,Seydi,2020-10-30 01:17:19,39.48,62.91,37.9,68,0,8.93,TM,clear sky
448,Kawalu,2020-10-30 01:17:20,-7.38,108.21,78.75,80,72,2.66,ID,broken clouds
449,Harper,2020-10-30 01:17:20,4.38,-7.72,77.14,90,99,8.34,LR,light rain
450,Santa Cruz,2020-10-30 01:13:07,-17.8,-63.17,77.0,50,75,13.87,BO,broken clouds
451,Verkhnyaya Inta,2020-10-30 01:17:20,65.98,60.31,37.2,93,100,16.49,RU,overcast clouds
452,San Ramon,2020-10-30 01:12:53,37.78,-121.98,72.0,43,1,10.29,US,clear sky
453,Mocuba,2020-10-30 01:17:20,-16.84,36.99,68.97,81,0,2.55,MZ,clear sky
454,Sao Geraldo Do Araguaia,2020-10-30 01:17:20,-6.4,-48.55,80.78,72,0,1.21,BR,clear sky
455,Berlevag,2020-10-30 01:17:20,70.86,29.09,36.34,81,100,24.11,NO,overcast clouds
456,Chumikan,2020-10-30 01:17:20,54.72,135.31,34.2,86,100,13.78,RU,overcast clouds
457,Cocobeach,2020-10-30 01:17:20,1.0,9.58,75.2,94,40,5.82,GA,scattered clouds
458,Baykit,2020-10-30 01:15:56,61.67,96.37,9.95,92,96,2.46,RU,overcast clouds
459,Buala,2020-10-30 01:17:21,-8.14,159.59,80.26,82,100,10.45,SB,light rain
460,Kaniama,2020-10-30 01:17:21,-7.57,24.18,66.36,97,100,6.22,CD,heavy intensity rain
461,Tak Bai,2020-10-30 01:17:21,6.26,102.05,79.61,84,96,4.76,TH,overcast clouds
462,Kiama,2020-10-30 01:17:21,-34.68,150.87,71.6,46,40,8.05,AU,scattered clouds
463,Kashi,2020-10-30 01:16:04,39.45,75.98,37.4,27,0,6.71,CN,clear sky
464,Storforshei,2020-10-30 01:17:21,66.4,14.52,36.0,90,78,4.83,NO,broken clouds
465,Cherskiy,2020-10-30 01:15:38,68.75,161.3,7.5,93,100,3.85,RU,overcast clouds
466,Bethanien,2020-10-30 01:17:21,-26.5,17.16,51.91,76,0,5.39,NA,clear sky
467,Mana,2020-10-30 01:17:21,5.66,-53.78,81.81,82,100,13.38,GF,overcast clouds
468,Huarmey,2020-10-30 01:16:04,-10.07,-78.15,63.95,82,100,9.22,PE,overcast clouds
469,Labuhan,2020-10-30 01:17:22,-6.88,112.21,85.6,68,71,9.44,ID,light rain
470,Sile,2020-10-30 01:17:22,41.18,29.61,62.01,76,76,2.1,TR,broken clouds
471,Mweka,2020-10-30 01:16:18,-4.85,21.57,67.35,100,24,1.16,CD,few clouds
472,Mahibadhoo,2020-10-30 01:16:06,3.78,72.97,82.31,74,99,9.62,MV,light rain
473,Kainantu,2020-10-30 01:17:22,-6.29,145.87,74.05,67,97,1.19,PG,light rain
474,Haines Junction,2020-10-30 01:16:21,60.75,-137.51,24.12,94,100,1.83,CA,light snow
475,Lahaina,2020-10-30 01:13:07,20.88,-156.68,86.0,69,75,6.93,US,broken clouds
476,Umm Lajj,2020-10-30 01:17:22,25.02,37.27,80.42,27,0,8.59,SA,clear sky
477,Mercedes,2020-10-30 01:15:54,-34.65,-59.43,52.0,83,4,6.46,AR,clear sky
478,Yuli,2020-10-30 01:17:22,9.7,10.27,76.35,39,46,2.59,NG,scattered clouds
479,Terney,2020-10-30 01:17:22,45.05,136.61,48.09,59,0,6.93,RU,clear sky
480,Tucuman,2020-10-30 01:17:23,-26.82,-65.22,68.0,56,0,2.84,AR,clear sky
481,Truro,2020-10-30 01:17:23,50.27,-5.05,57.2,93,99,23.04,GB,overcast clouds
482,Winston-Salem,2020-10-30 01:15:17,36.1,-80.24,75.99,73,1,10.29,US,clear sky
483,Esmeralda,2020-10-30 01:13:46,21.85,-78.12,76.39,91,0,5.57,CU,clear sky
484,Juegang,2020-10-30 01:17:23,32.32,121.19,64.99,1,0,1.99,CN,clear sky
485,Lahij,2020-10-30 01:17:23,13.17,44.58,73.22,62,0,3.27,YE,clear sky
486,Tonantins,2020-10-30 01:17:23,-2.87,-67.8,78.6,84,8,1.43,BR,clear sky
487,Qaqortoq,2020-10-30 01:16:00,60.72,-46.03,30.2,80,86,3.36,GL,overcast clouds
488,Kalispell,2020-10-30 01:17:23,48.2,-114.31,45.0,81,90,1.1,US,overcast clouds
489,Saint-Pierre,2020-10-30 01:16:14,-21.34,55.48,69.8,56,75,13.87,RE,broken clouds
490,Viransehir,2020-10-30 01:17:23,37.24,39.76,65.28,25,3,4.65,TR,clear sky
491,Monrovia,2020-10-30 01:17:24,6.3,-10.8,77.0,94,75,7.18,LR,broken clouds
492,Hamilton,2020-10-30 01:12:36,39.18,-84.53,46.4,87,90,14.99,US,mist
493,Meadow Lake,2020-10-30 01:17:24,34.8,-106.54,53.6,46,20,4.7,US,few clouds
494,Broome,2020-10-30 01:17:24,42.25,-75.83,43.0,93,90,10.29,US,moderate rain
495,Belaya Gora,2020-10-30 01:17:24,68.53,146.42,6.94,95,100,7.29,RU,light snow
496,Eydhafushi,2020-10-30 01:17:24,5.1,73.07,82.17,75,95,8.12,MV,light rain
497,Villa Bruzual,2020-10-30 01:17:24,9.33,-69.12,76.95,88,65,3.76,VE,broken clouds
498,Christchurch,2020-10-30 01:14:27,-43.53,172.63,64.0,77,88,10.29,NZ,overcast clouds
499,Juneau,2020-10-30 01:17:24,58.3,-134.42,42.8,87,75,1.54,US,light rain
500,Mokhsogollokh,2020-10-30 01:17:24,61.47,128.92,-1.98,91,40,2.08,RU,scattered clouds
501,Banda Aceh,2020-10-30 01:16:12,5.56,95.32,82.2,68,94,7.14,ID,overcast clouds
502,Boblingen,2020-10-30 01:17:25,48.68,9.02,53.01,87,75,6.93,DE,broken clouds
503,Nome,2020-10-30 01:10:14,64.5,-165.41,28.0,68,1,4.09,US,light snow
504,Ambon,2020-10-30 01:17:25,-3.7,128.18,83.75,71,100,7.25,ID,overcast clouds
505,Tomino,2020-10-30 01:17:25,41.99,-8.76,57.0,100,75,6.93,ES,broken clouds
506,Mimongo,2020-10-30 01:17:25,-1.62,11.61,69.1,95,92,1.45,GA,overcast clouds
507,Tchibanga,2020-10-30 01:17:25,-2.85,11.03,71.55,99,90,3.0,GA,light rain
508,Korcula,2020-10-30 01:17:25,42.96,17.14,46.4,93,20,3.36,HR,mist
509,Avera,2020-10-30 01:15:37,33.19,-82.53,77.0,100,90,14.99,US,overcast clouds
510,Lixourion,2020-10-30 01:15:22,38.2,20.43,65.73,68,0,15.79,GR,clear sky
511,Polunochnoye,2020-10-30 01:17:25,60.87,60.42,33.85,94,28,4.99,RU,scattered clouds
512,Chipinge,2020-10-30 01:17:25,-20.19,32.62,58.96,60,0,3.76,ZW,clear sky
513,Sistranda,2020-10-30 01:15:54,63.73,8.83,41.0,93,20,9.17,NO,mist
514,Omboue,2020-10-30 01:17:26,-1.57,9.26,75.29,92,95,0.89,GA,light rain
515,Buta,2020-10-30 01:17:26,2.79,24.73,69.82,98,100,1.05,CD,overcast clouds
516,Faya,2020-10-30 01:16:21,18.39,42.45,55.4,35,0,4.7,SA,clear sky
517,Namatanai,2020-10-30 01:10:58,-3.67,152.43,81.79,76,98,9.48,PG,light rain
518,Gorgan,2020-10-30 01:17:26,36.84,54.43,51.8,93,0,1.81,IR,clear sky
519,Tonj,2020-10-30 01:15:46,7.27,28.68,71.87,92,100,4.9,SS,overcast clouds
520,Zhigansk,2020-10-30 01:15:20,66.77,123.37,-8.79,91,98,5.21,RU,overcast clouds
521,Half Moon Bay,2020-10-30 01:16:07,37.46,-122.43,69.8,32,5,5.82,US,clear sky
522,Yatou,2020-10-30 01:17:26,37.15,122.38,59.04,49,0,7.65,CN,clear sky
523,Dunmore Town,2020-10-30 01:17:27,25.5,-76.65,81.63,81,46,11.59,BS,light rain
524,Mirik,2020-10-30 01:17:27,26.89,88.18,56.66,55,0,5.82,IN,clear sky
525,Touros,2020-10-30 01:16:05,-5.2,-35.46,77.0,83,40,5.82,BR,scattered clouds
526,Bafata,2020-10-30 01:17:27,12.17,-14.75,74.97,45,0,1.41,GW,clear sky
527,Soyo,2020-10-30 01:17:27,-6.13,12.37,77.22,85,77,8.28,AO,broken clouds
528,Zyryanka,2020-10-30 01:17:27,65.75,150.85,6.64,94,97,3.56,RU,overcast clouds
529,Tucuma,2020-10-30 01:17:27,-0.18,-50.05,79.84,83,10,8.34,BR,clear sky
530,Chanthaburi,2020-10-30 01:17:27,12.83,102.17,82.99,65,90,2.48,TH,light rain
531,Mareeba,2020-10-30 01:17:27,-17.0,145.43,89.01,62,0,9.17,AU,clear sky
532,Whitehorse,2020-10-30 01:14:12,60.72,-135.05,24.01,92,95,5.99,CA,overcast clouds
533,Quang Ngai,2020-10-30 01:12:35,15.12,108.8,78.17,87,83,3.24,VN,light rain
534,Rakiv Lis,2020-10-30 01:17:28,51.62,24.92,49.62,88,100,9.17,UA,light rain
535,Cabo San Lucas,2020-10-30 01:13:28,22.89,-109.91,78.8,54,5,12.75,MX,clear sky
536,Tadotsu,2020-10-30 01:17:28,34.27,133.75,61.0,54,75,1.12,JP,broken clouds
537,Baruun-Urt,2020-10-30 01:16:14,46.68,113.28,39.45,58,100,13.65,MN,overcast clouds
538,Tongren,2020-10-30 01:17:28,27.72,109.19,59.72,75,100,2.04,CN,overcast clouds
